Spot_ID,Trace_ID,X,Y,Z,Chrom,Chrom_Start,Chrom_End,Cell_ID,Distance_To_Lamina,Distance_To_Nucleolus
39,1,110.070145059297,129.806634049831,2.67129200066238,19,46235510,46335510,411,1.93060671768052,0.765913426027395
40,1,112.705179419174,129.682198709248,3.33873561694825,19,47175510,47275510,411,1.73810563597826,0.777191438534493
41,1,112.944223296848,129.61651419102,2.39631596095208,19,48995510,49095510,411,1.36773816883114,0.428213755176998
42,1,108.801429632496,129.81787713641,0.900740462602414,19,51535510,51635510,411,0.136003108039173,2.02466026818713
43,1,111.814633143999,129.267977121354,2.78275352407674,19,53255510,53355510,411,2.03641030160873,0.587339877286543
44,1,112.807922479243,129.863004355043,3.32041312884757,19,54435510,54535510,411,1.63171275856945,0.568909202932265
45,1,110.007556304038,129.561520310688,2.27523774833174,19,55775510,55875510,411,1.65650043515021,0.594505970461053
46,1,109.969529596425,129.9421957064,2.06308675874741,19,56935510,57035510,411,1.63500192124286,0.530957327748898
47,1,110.255221926178,130.112327470997,2.01437476539907,19,58395510,58495510,411,1.75050298488927,0.374574285703367
48,1,110.178626783837,130.020419863322,0.921753056892819,19,60245312,60345312,411,0.91257088716846,0.959362136086772
49,2,87.282876202396,136.657416604205,2.59436952459111,19,4190000,4290000,328,0.0472962316589559,4.51905935111529
50,2,86.9104230395093,136.665763001469,2.63207234277599,19,5890000,5990000,328,0.0873516225089815,4.49097408311204
51,2,87.1511449373084,136.904623573061,2.36033485247331,19,7195510,7295510,328,0.0332038093444677,4.60687452149358
52,2,87.5110497371291,136.788074591556,2.34444208893608,19,8055510,8155510,328,0.0315185689657277,4.46408085321829
53,2,87.7433691115815,136.529736228502,2.11178091138907,19,9255510,9355510,328,0.0787988265206278,4.13987619609526
54,2,88.3397063345542,136.721541376209,2.14324066651537,19,10015510,10115510,328,0.0468710602279633,3.92095259128018
55,2,86.4591595847086,137.319190166824,2.35645909046307,19,10335510,10435510,328,0.407444989316777,3.82817524456066
56,2,88.1003138214751,136.084474684681,2.52835387988639,19,12895510,12995510,328,0.0762320630344977,3.53964638239495
57,2,88.0099881258238,137.084720050987,2.08579087567645,19,14895510,14995510,328,0.101922286122711,4.41013307530375
58,2,85.3859710411565,136.662264171837,2.20629303653774,19,16335510,16435510,328,0.475054902390275,3.53520987182845
59,2,86.7065947672217,136.658329426423,2.02097086948451,19,17195510,17295510,328,0.223155032793013,4.48931483445394
60,2,87.6359270048798,136.417193917809,1.88592616906342,19,18075510,18175510,328,0.0974819552312834,4.16593812216361
61,2,88.400527999944,137.341243516831,2.6497227641406,19,19555510,19655510,328,0.085476604205951,4.39005712899459
62,2,86.2543846177242,136.817833042664,2.00158041066751,19,20915510,21015510,328,0.547965788232009,4.07153927603796
63,2,86.4794395280975,137.05683048754,2.04939312715287,19,21995510,22095510,328,0.443195869428694,4.07924871026017
64,2,86.745638080532,136.738488244788,2.30994532989139,19,22535510,22635510,328,0.0729514479871194,4.38933013919237
65,2,86.6403683743857,136.053096657339,2.06254822361827,19,23515510,23615510,328,0.153373370043288,4.64421050382445
66,2,86.5078134717337,136.804753686002,1.81185261884472,19,24535510,24635510,328,0.545043652503915,4.32342397749486
67,2,86.1951765017342,136.282407998595,1.90830996752028,19,25235510,25335510,328,0.572813113360564,4.41370512729907
68,2,86.7991842368982,136.339384113424,1.70393962924206,19,26475510,26575510,328,0.389403948050551,4.74835413985957
69,2,87.7302652737145,136.626078165071,1.45069302296289,19,28755510,28855510,328,0.0888923787564607,4.3084365553622
70,2,86.7371768555195,136.653675342976,1.89058132072269,19,30335510,30435510,328,0.311097731770208,4.5570854227046
71,2,85.0138561488165,136.45005722116,1.82481788781532,19,31135510,31235510,328,0.255885525252859,3.60983436075936
72,2,88.1561582395204,136.558708389087,1.56237614242651,19,32175510,32275510,328,0.0318401390489539,3.97898440493283
73,2,85.9664210188842,136.806578012787,1.92551101682378,19,32875510,32975510,328,0.790625316161739,3.90841525752749
74,2,85.8208888914005,136.278255983244,1.67444479711442,19,33715510,33815510,328,0.996057291304582,4.25408694926474
75,2,85.8068540618108,136.235754723286,1.76105427530989,19,34475510,34575510,328,0.94870710217755,4.24411752185903
76,2,86.7354084026263,136.45290115062,1.53771630823459,19,35455510,35555510,328,0.580087094363434,4.79480244892773
77,2,86.4926811403492,136.549856805989,1.6759825628586,19,36375510,36475510,328,0.584224806424261,4.51693585121423
78,2,85.855783608762,136.26902453745,1.65103420653966,19,37035510,37135510,328,0.988220042818627,4.29088115951182
79,2,86.0214214762456,136.324963650735,1.8865881785865,19,38275510,38375510,328,0.706056365229081,4.28008278493163
80,2,85.3299343673068,136.261765849005,1.62493584247226,19,39795510,39895510,328,0.63471027283278,3.99734154115916
81,2,86.3398061150811,136.47214356892,1.47637297974866,19,41215510,41315510,328,0.81178434745551,4.53620646719006
82,2,86.2759078400456,136.456148244479,1.37419981859411,19,42775510,42875510,328,0.929923107784139,4.53990995278862
83,2,86.7208489592337,136.717001223933,0.711167546119048,19,44343676,44443676,328,0.925181516549595,4.96328821676669
84,2,85.3554869946224,136.287664060802,1.55933914914216,19,44755510,44855510,328,0.658345709204773,4.01903155597072
85,2,86.4462516978685,136.571436870401,1.40090599002515,19,45355510,45455510,328,0.850261312924514,4.57220363964313
86,2,86.4334772341919,136.638227152721,0.788632792044689,19,45855510,45955510,328,1.19063455412564,4.77628033374707
87,2,87.0641295042043,136.589735174967,0.496047223926642,19,46235510,46335510,328,0.623516795773817,4.94758271650197
88,2,86.1923393290717,136.467046844673,0.798713922904679,19,47175510,47275510,328,1.42162493754998,4.72056698489884
89,2,87.7894542887294,136.248976010358,2.60876288959202,19,48995510,49095510,328,0.058098241256344,3.87196014664579
90,2,85.5471006382075,136.488859207158,1.36090689164734,19,51535510,51635510,328,0.874917839180266,4.06067634220111
91,2,85.7759400689885,136.165716319219,0.229328492673611,19,55775510,55875510,328,1.33848132759916,4.96175101858755
92,3,141.973516155932,127.74648233592,3.05857526262742,19,4190000,4290000,530,0.651645967286776,1.78034740386025
93,3,140.776043059949,126.699173161833,2.33163257586912,19,5890000,5990000,530,0.0653486467647841,3.51566757304799
94,3,141.810945697932,126.979878594032,2.15314403562833,19,7195510,7295510,530,0.226761764689908,2.70339118180957
95,3,142.548893828469,127.950400521768,2.62636706415499,19,8055510,8155510,530,1.28200188522618,1.42260574701329
96,3,141.234709843035,127.523108732024,1.32048487576238,19,9255510,9355510,530,0.168681051581082,3.27124138400333
97,3,140.414384677629,127.890808616764,1.4705125168163,19,10015510,10115510,530,0.111743622998254,3.68775380099798
98,3,140.520603714568,127.893737041719,1.41197918952415,19,10335510,10435510,530,0.0681883167460644,3.63303788931279
99,3,141.227489612832,127.924690607277,1.61347535218678,19,10755510,10855510,530,0.327143694684341,2.96164433406171
100,3,142.295777596158,128.742776982259,1.76036088583671,19,11455510,11555510,530,1.64248598284044,2.01251981267957
101,3,142.272906756467,128.313392622209,3.46158233742535,19,12895510,12995510,530,1.07572832183748,1.14911605791436
102,3,142.070943910576,127.768724998303,4.22251528342766,19,14895510,14995510,530,0.320467700219274,1.46725928441447
103,3,142.301287906392,128.144685978703,4.49559018748233,19,16335510,16435510,530,0.681411288628923,1.17906120930104
104,3,142.830302371895,127.727877313425,3.97761934740425,19,17195510,17295510,530,0.751037062499119,0.93047713025863
105,3,142.84913179423,127.759029549601,4.19094291081847,19,18075510,18175510,530,0.682570861367782,0.907720652669801
106,3,141.796585482199,127.55502960171,3.17222482712767,19,19555510,19655510,530,0.370059239314433,1.97191950746682
107,3,141.307255276996,127.286725643984,3.36015956388995,19,20915510,21015510,530,0.0250804161506264,2.44960087932706
108,3,141.461127243427,126.543015379354,3.01816605099537,19,21995510,22095510,530,0.0654973687841583,2.89249650858157
109,3,141.893632313515,127.446301030686,3.86959760093594,19,22535510,22635510,530,0.124763810059267,1.78904969025702
110,3,141.91979670086,127.303180509136,3.06385610646022,19,23515510,23615510,530,0.313005218908424,2.07044540745761
111,3,142.237850700535,127.638250794707,3.60071473472274,19,24535510,24635510,530,0.555687200552654,1.45654010956497
112,3,142.381217785523,127.560291578685,4.51633836730987,19,25235510,25335510,530,0.199868304826268,1.42633171304606
113,3,141.702615249216,126.945925290301,3.0934998959672,19,26475510,26575510,530,0.0850370058015905,2.43965780883243
114,3,141.974006311068,127.063264210284,2.50168979101287,19,28755510,28855510,530,0.251179662568439,2.39927360105854
115,3,142.440449593414,128.009800469762,3.28982007951907,19,30335510,30435510,530,1.04739770470939,1.19883211305009
116,3,143.125823778318,127.63336450761,4.00334448845747,19,31135510,31235510,530,0.759237913933879,0.907107309360929
117,3,142.367885048192,127.482056787955,2.82769848406133,19,32175510,32275510,530,0.791459924773824,1.74550206123822
118,3,142.030529076027,127.228039185741,3.43046671189032,19,32875510,32975510,530,0.220157799704829,1.91763229218914
119,3,141.798436460496,127.247068084897,3.8581155612789,19,33715510,33815510,530,0.107616481847371,1.98792304876169
120,3,141.67570056874,127.551174276195,3.34084099349234,19,34475510,34575510,530,0.223314207166121,2.02147844957422
121,3,141.286130796777,127.484924817007,3.3698637310694,19,35455510,35555510,530,0.0327405812724385,2.37137665002461
122,3,141.397823304729,127.351450303623,2.24249259545619,19,37035510,37135510,530,0.139435054838433,2.72491401793641
123,3,141.589619585334,126.880266226852,2.52426187640995,19,38275510,38375510,530,0.0528887368995779,2.76105572946684
124,3,141.654234646832,127.906700245013,4.10754345811674,19,39795510,39895510,530,0.236676923757507,1.77316281973851
125,3,140.72132515646,126.496623133517,1.6241370752335,19,41215510,41315510,530,0.0781111931233911,3.9457777343328
126,3,141.656304723409,127.857606178672,4.07922622415527,19,44755510,44855510,530,0.215371979080421,1.78776215909464
127,3,142.036937279579,128.033040170344,2.08055685679301,19,45855510,45955510,530,1.04962609279227,2.05686565369353
128,3,140.939185488481,126.589003147294,2.31356898859907,19,46235510,46335510,530,0.0761152430040341,3.46747347328285
129,3,141.516538540814,126.797587853077,2.47079179785063,19,47175510,47275510,530,0.106278893474558,2.88270116892677
130,3,141.456515877434,127.193493443285,3.65154830601915,19,48995510,49095510,530,0.095055338236806,2.31477403936021
131,3,141.882164933761,126.466237713113,3.31911612580275,19,51535510,51635510,530,0.0787021639276524,2.60283691568647
132,3,142.030849987586,126.238173871543,2.49241100660383,19,53255510,53355510,530,0.0808675065706404,3.00886106300967
133,3,141.108200682068,126.607230219509,2.45351875180374,19,55775510,55875510,530,0.101422207905958,3.29272380834552
134,3,141.63288485335,126.138542395107,3.22796965851449,19,56935510,57035510,530,0.0659026128008199,3.02365398751796
135,3,141.926992117495,126.175050881856,3.00503504487005,19,58395510,58495510,530,0.0590361583732061,2.91072286707226
136,3,141.964675036179,126.618100545593,3.51494872268396,19,60245312,60345312,530,0.0709334715506091,2.38859371857792
12069,293,141.002951702428,131.36697761807,6.7074257955951,19,4190000,4290000,530,1.61849816465308,2.93080264173013
12070,293,140.278521518593,132.266974494591,6.31607506051059,19,5890000,5990000,530,0.573180049977274,3.40633846399298
12071,293,140.112870117523,132.535290633585,6.1963863772465,19,7195510,7295510,530,0.300153803168203,3.37668195316548
12072,293,139.586720273166,131.591411205866,5.66008940208023,19,8055510,8155510,530,1.11579358236577,3.48595591007564
12073,293,140.234393078883,131.725952490117,6.32942361621508,19,9255510,9355510,530,1.03323800995412,3.42856839683726
12074,293,140.544157078521,131.752157058867,6.3897685560035,19,10015510,10115510,530,1.11214148455588,3.18210278781233
12075,293,139.759143843376,131.553909460194,5.46126657649404,19,10335510,10435510,530,1.1925295548886,3.57984720004142
12076,293,139.747840395803,132.319308635751,4.58551178466375,19,10755510,10855510,530,0.52458308241134,2.90759303958911
12077,293,139.915649483833,132.105182672216,5.76485819163941,19,11455510,11555510,530,0.676943448597309,3.36560957418388
12078,293,139.457686165814,132.000374262414,5.49116865169887,19,12895510,12995510,530,0.705551527027383,3.06113796526308
12079,293,139.536550651506,132.493162735847,4.95940897479042,19,14895510,14995510,530,0.317488977210921,2.69334655833512
12080,293,139.839127466406,132.586634430228,5.33371243620326,19,16335510,16435510,530,0.282357411864206,2.88829334085338
12081,293,140.399096397568,132.202565312399,5.88517915615715,19,17195510,17295510,530,0.744465839553456,3.12093672559831
12082,293,139.797374197298,131.478929504135,6.09604360847449,19,18075510,18175510,530,1.17172639923902,3.7445217652383
12083,293,139.32326872733,132.793428745811,5.68761927942052,19,19555510,19655510,530,0.0869920279292302,2.48058939614571
12084,293,139.569338431263,132.355926061777,5.0621023426064,19,20915510,21015510,530,0.462845448604275,2.81948672696195
12085,293,138.991093410408,133.276103882489,5.58086128235652,19,22535510,22635510,530,0.0473762139894253,1.90709509406566
12086,293,140.436389450805,131.39395095814,6.71466418311886,19,24535510,24635510,530,1.34443502723357,3.43466569045493
12087,293,139.813638348278,132.324539410515,5.27532397270958,19,28755510,28855510,530,0.514688696107554,3.03788677601965
12088,293,139.993150436697,131.294822572676,6.18676633661752,19,30335510,30435510,530,1.38071396748326,3.60807162283519
12089,293,139.3352903837,131.548936528018,5.37863506968361,19,32875510,32975510,530,1.15262026577214,3.31588160144617
12090,293,139.218788160291,132.708492875657,5.46993234418391,19,33715510,33815510,530,0.101783960001602,2.40022178873916
12091,293,139.09016397322,131.614590186107,5.5576991666585,19,34475510,34575510,530,1.06296488325045,3.16664606475552
12092,293,139.227147580833,131.577543003852,6.0455751209933,19,37035510,37135510,530,1.02339174240635,3.41082992874801
12093,293,140.26782109622,131.92952654403,5.83736192005604,19,38275510,38375510,530,0.968524305970546,3.21189083696232
12094,293,139.43263329177,132.472612610611,4.93229142673834,19,41215510,41315510,530,0.303067034167476,2.63270550658263
12095,293,139.729323782545,131.09521972661,6.66845750960363,19,42775510,42875510,530,1.44908972898788,4.06777516110829
12096,293,139.563319348011,131.908160573542,5.98482886800095,19,45355510,45455510,530,0.742566747209367,3.33474851073996
12097,293,140.098896460793,131.180279720867,6.46656338476026,19,45855510,45955510,530,1.48059290017954,3.64154071547863
12098,293,139.661246473363,131.556607178903,5.56435601196746,19,54435510,54535510,530,1.16356408686944,3.53643113074779
12099,293,139.993321325603,131.450237328203,5.85329497406908,19,55775510,55875510,530,1.29771124936494,3.48344917655153
12100,293,139.430816084129,132.154881398711,5.08068828240142,19,56935510,57035510,530,0.586603350509209,2.86686680019174
12101,293,139.406536610088,131.873009566072,4.84725468685467,19,58395510,58495510,530,0.854402412667973,3.05256573374632
12102,293,138.750396936177,131.996342530949,5.07417694375518,19,60245312,60345312,530,0.714903967356536,2.59169410969976
13802,338,107.663813441834,129.176390809015,1.2688418903531,19,4190000,4290000,411,0.1126167968826,1.5750517561629
13803,338,107.031717442232,131.147136715121,2.37247206055217,19,7195510,7295510,411,0.283563271865548,2.74850879219864
13804,338,106.903984616542,131.069412375236,3.18722329193298,19,8055510,8155510,411,0.222733055383158,2.82384636762714
13805,338,107.257727441532,130.784280702068,2.26976190815922,19,9255510,9355510,411,0.332763600173269,2.78689823689118
13806,338,107.44954980689,130.003469462672,2.61956552352516,19,10015510,10115510,411,0.597713821343456,2.17918336774397
13807,338,107.803275406916,130.371133173112,2.16422056425274,19,10335510,10435510,411,0.396757927765161,2.58632401590972
13808,338,107.347433011773,131.18058179722,2.97839663673522,19,11455510,11555510,411,0.384640066748387,2.85639610909521
13809,338,107.312040612429,130.552937705389,1.66074758073538,19,12895510,12995510,411,0.100699033087701,2.57220408540978
13810,338,107.271558755105,129.798273932271,1.52617850546683,19,14895510,14995510,411,0.0458356842247589,1.86328775265233
13811,338,107.402287497858,129.740622461628,1.12993019639109,19,17195510,17295510,411,0.0651072952050147,1.95815256093613
13812,338,107.603418703326,129.650102141418,1.13143993598946,19,18075510,18175510,411,0.0484171625021864,1.96052581457956
13813,338,107.364921677485,129.074211688111,1.09354635865323,19,19555510,19655510,411,0.0896089021408727,1.37827963237437
13814,338,107.198030855409,129.050376377839,1.34106626736136,19,20915510,21015510,411,0.0510822467983643,1.21303945022999
13815,338,107.318614773929,129.074193610206,1.25085724714642,19,21995510,22095510,411,0.104476158032455,1.31011763628767
13816,338,108.445171057764,129.779812103406,1.15307440280744,19,22535510,22635510,411,0.0218685091745141,2.21848571016632
13817,338,108.336314446306,129.590219650989,1.63686497998598,19,23515510,23615510,411,0.0711183149494781,2.19445802112643
13818,338,107.372200114641,129.911349521352,1.08988592871889,19,24535510,24635510,411,0.0824055525416062,2.10859344112834
13819,338,108.959697044374,129.758197893034,1.50254807563549,19,25235510,25335510,411,0.549011178926284,1.61300040748131
13820,338,109.206842507593,129.515789058316,0.769818502266465,19,26475510,26575510,411,0.206872790405494,1.81699622915082
13821,338,107.35015075177,130.526097377839,2.64121068784391,19,30335510,30435510,411,0.693771888389371,2.62496811818894
13822,338,107.559086699721,130.783368620778,2.22408346192378,19,31135510,31235510,411,0.200605331499904,2.86904775680107
13823,338,107.629819370058,131.378700676547,2.08551041390162,19,32175510,32275510,411,0.0958765648450361,2.85954739998853
13824,338,107.545922622767,129.66725110251,1.88338653398128,19,33715510,33815510,411,0.0995280101445225,1.84379483709871
13825,338,107.619297754292,130.145128237621,2.47343969924547,19,34475510,34575510,411,0.651165954177332,2.34058230711096
13826,338,107.02517950423,131.368592117553,3.0195811816828,19,35455510,35555510,411,0.210881228751842,2.55883739036662
13827,338,107.615176054904,130.127988970887,2.39316653594455,19,36375510,36475510,411,0.601776691073669,2.30963993566651
13828,338,109.396801292535,129.981966252002,2.95615036632197,19,37035510,37135510,411,1.57487149025171,1.43981909469952
13829,338,107.878161320661,129.824562616524,2.91616101320553,19,38275510,38375510,411,0.505970916750297,2.29263315682634
13830,338,107.097697645165,131.698815919286,2.93918831383704,19,39795510,39895510,411,0.0619923732070198,2.28110285421243
13831,338,108.320354542898,129.840430413484,2.21865577732345,19,41215510,41315510,411,0.483645705703827,2.1722647973772
13832,338,109.113614547982,129.837858336847,1.84682108592311,19,42775510,42875510,411,0.854162492521003,1.38233760919068
13833,338,109.617916456454,129.562354890073,2.65877230626159,19,45355510,45455510,411,1.49545538674371,1.10168847099571
13834,338,109.902387824561,129.726050870599,2.60429519799229,19,45855510,45955510,411,1.73613060266204,0.824478946007688
13835,338,110.070145059297,129.806634049831,2.67129200066238,19,46235510,46335510,411,1.93060671768052,0.765913426027395
13836,338,109.911303159934,129.756482113111,2.30339814978495,19,47175510,47275510,411,1.6305581627677,0.638735702120049
13837,338,108.801429632496,129.81787713641,0.900740462602414,19,51535510,51635510,411,0.136003108039173,2.02466026818713
13838,338,108.043233508615,130.095076368319,2.45801597836164,19,54435510,54535510,411,0.64319703122694,2.49421293750377
13839,338,110.007556304038,129.561520310688,2.27523774833174,19,55775510,55875510,411,1.65650043515021,0.594505970461053
13840,338,109.969529596425,129.9421957064,2.06308675874741,19,56935510,57035510,411,1.63500192124286,0.530957327748898
13841,338,107.153707348138,131.808998391454,3.02364789069664,19,58395510,58495510,411,0.061120169809608,2.22562640988203
13842,338,110.178626783837,130.020419863322,0.921753056892819,19,60245312,60345312,411,0.91257088716846,0.959362136086772
15373,377,87.5589604336074,139.832304885939,5.35923223227199,19,4190000,4290000,328,0.308573022181127,4.18449897862337
15374,377,88.1080804515428,139.781971227258,5.2039401188618,19,5890000,5990000,328,0.399919136927817,4.69094553035346
15375,377,88.575509057137,140.158369804169,5.48066579079557,19,7195510,7295510,328,0.0901833503139238,4.76262912530466
15376,377,88.0838545123739,140.320232901902,5.50742170393462,19,8055510,8155510,328,0.183101455938285,4.77320761848848
15377,377,87.9488999063836,140.014081445411,4.8978552827218,19,10015510,10115510,328,0.534199653608532,4.50489777800017
15378,377,87.9447966084884,139.876855848426,5.19620610985936,19,10335510,10435510,328,0.489030953126596,4.53263526387224
15379,377,87.9321926431601,139.86101287001,5.11229579211558,19,10755510,10855510,328,0.540226586583369,4.50591829157861
15380,377,87.7847807373143,139.612402165189,5.11209993988568,19,11455510,11555510,328,0.500542445576826,4.35513859798689
15381,377,87.5401389439337,139.204419811552,5.1032884829369,19,12895510,12995510,328,0.250510450050537,4.1355791462934
15382,377,89.1070915738669,139.947840377793,6.03824022316741,19,14895510,14995510,328,0.0713196841910042,4.13585738354527
15383,377,87.8745080216414,139.452270154933,5.09668911901162,19,16335510,16435510,328,0.491571243247631,4.4454423756174
15384,377,88.626252177553,139.318523127238,4.92548647254135,19,17195510,17295510,328,0.112982674975221,4.73907819026527
15385,377,87.5834091082028,140.100145965047,5.27425602908874,19,20915510,21015510,328,0.563260475057412,4.21085038895087
15386,377,88.0900331495088,139.693596206175,4.68646860197892,19,21995510,22095510,328,0.304084874956432,4.61360862524456
15387,377,87.8192153835725,139.563994140998,4.17209076240222,19,22535510,22635510,328,0.681048174559441,4.33565203363099
15388,377,88.8118622412371,140.885302671438,5.41233647684744,19,23515510,23615510,328,0.0496945128402861,4.70540131162497
15389,377,87.6339479086401,140.166293952061,4.78994298871196,19,24535510,24635510,328,0.734232935007018,4.19841271908472
15390,377,88.0337135836991,140.389190461844,5.11466907235774,19,25235510,25335510,328,0.351703422217082,4.66135696616054
15391,377,88.7181015975238,140.663109761016,5.67129460470946,19,26475510,26575510,328,0.106276082071947,4.68663829261179
15392,377,88.2278781006965,140.584914856201,4.85379605050731,19,28755510,28855510,328,0.141140196644947,4.85509555234558
15393,377,87.8385884993952,139.858775442289,3.86195938907511,19,30335510,30435510,328,0.674465792555222,4.36964822451054
15394,377,88.8452200177498,140.001292732264,4.80437447129909,19,31135510,31235510,328,0.0708958126266947,4.61804252496783
15395,377,88.7208089388416,139.4576388323,4.42969460931227,19,32175510,32275510,328,0.0810834826205513,4.75787366404697
15396,377,87.3561372770245,140.108729292878,4.21883838904195,19,32875510,32975510,328,0.838117605467949,3.90547103516478
15397,377,88.7003688552651,140.575908056467,4.72048854044889,19,33715510,33815510,328,0.051024681758232,4.87944145825409
15398,377,88.0161470337842,140.920940887629,4.56777100342464,19,35455510,35555510,328,0.100960643195365,4.7107094468379
15399,377,89.1750121213828,140.443840646844,5.17450321903504,19,38275510,38375510,328,0.0599307245908487,4.30954795343473
15400,377,87.9188583311894,139.637143955041,4.16736985704619,19,39795510,39895510,328,0.590929222357802,4.43641078222542
15401,377,87.5158701111683,139.616671422396,4.01531315504146,19,41215510,41315510,328,0.937035610490723,4.0326936891859
15402,377,88.5928785417309,140.258513402873,4.39791130608272,19,45355510,45455510,328,0.0288525886494629,5.00018270524267
15403,377,88.6212788238664,139.939557991258,4.10063513294724,19,47175510,47275510,328,0.0781611700439295,5.00304532058407
15404,377,89.5909198969323,139.892994092301,6.01743795660045,19,48995510,49095510,328,0.0729736656440737,3.65368853361541
15405,377,87.9223574057021,141.389275356465,4.48213260963439,19,51535510,51635510,328,0.10131023968507,4.76949208765424
15406,377,89.1909451379403,140.80712913058,4.95188880680046,19,53255510,53355510,328,0.046745311537119,4.43291208361916
15407,377,88.7877496180323,140.191895692547,4.23508246739293,19,54435510,54535510,328,0.0767080971474639,4.85656411775145
15408,377,90.2389040471247,139.64505025753,6.12009267010391,19,55775510,55875510,328,0.362168023510611,2.98291934293728
15409,377,88.0182597086061,141.018333375248,4.14783235345613,19,58395510,58495510,328,0.137174433141651,4.74617466890918
15410,377,88.4809884744427,141.171889101007,4.48065612812754,19,60245312,60345312,328,0.100867522490273,5.22563203828629
17745,439,87.2980787841357,136.666656996146,2.5948350509383,19,4190000,4290000,328,0.0403887759229869,4.51473347746096
17746,439,86.9104230395093,136.665763001469,2.63207234277599,19,5890000,5990000,328,0.0873516225089815,4.49097408311204
17747,439,87.1190550979337,136.907476070588,2.36693591206881,19,7195510,7295510,328,0.0459583209582757,4.57757864997537
